Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_4025,AI,7,1133873551.2,5294126254.759209,21,USA,2013,17.56
Startup_4026,Biotech,2,464646193.66,736965045.8132505,32,France,2001,159.43
Startup_4027,EdTech,1,1823632413.66,5143735051.21733,47,India,2004,115.98
Startup_4028,Fintech,6,421698238.78,1624152323.9545999,36,France,2001,136.66
Startup_4029,Biotech,3,3368372179.28,14886313588.755817,4,China,2023,34.02
Startup_4030,Blockchain,8,3982655259.36,19232029778.67842,2,China,2002,165.9
Startup_4031,Biotech,1,4737539936.31,19071529701.48311,3,Canada,2000,83.53
Startup_4032,E-commerce,2,236723936.44,866267153.1624067,21,Canada,2021,72.66
Startup_4033,E-commerce,2,3927505963.96,18591316212.08108,18,India,2002,24.56
Startup_4034,EdTech,4,4901890866.83,12131552174.761171,16,China,2000,103.02
Startup_4035,HealthTech,5,1412615077.83,3177862050.57768,44,USA,2002,87.43
Startup_4036,Fintech,10,4015859764.77,9455012127.874437,11,France,2004,199.85
Startup_4037,E-commerce,5,3884101470.66,5831543667.797997,40,Germany,2015,139.1
Startup_4038,Blockchain,1,4863837833.31,16348511724.153343,1,Brazil,2006,104.25
Startup_4039,HealthTech,8,4785704213.07,16454362733.156662,42,Germany,2006,20.06
Startup_4040,AI,2,4544153981.85,21344746426.034077,48,USA,2017,92.91
Startup_4041,Biotech,1,357584160.84,1760165234.7432456,37,France,2016,30.32
Startup_4042,E-commerce,3,2892480609.22,9218002369.999039,18,Canada,2004,107.5
Startup_4043,SaaS,1,3422889817.53,9280828113.044886,17,Brazil,2017,96.8
Startup_4044,Fintech,10,773300678.68,3001216454.50116,30,USA,2023,163.07
Startup_4045,EdTech,10,1880512567.34,3997926432.356542,17,Singapore,2010,123.54
Startup_4046,Blockchain,8,1655024206.75,5881495155.376017,20,UK,2008,60.26
Startup_4047,Fintech,2,4346044935.29,15436548519.61977,28,China,2002,52.5
Startup_4048,SaaS,7,2021364556.42,5540438303.589395,38,UK,2011,195.44
Startup_4049,Blockchain,7,3137641713.07,14342304190.499363,15,Canada,2012,171.97
Startup_4050,HealthTech,10,4350395902.67,13830075144.915245,3,China,2012,5.59
Startup_4051,Biotech,2,3426841250.21,12509203540.361225,20,France,2015,152.43
Startup_4052,Fintech,9,832289354.78,4029603832.6846433,47,India,2007,37.94
Startup_4053,EdTech,4,266845349.69,972736810.1110249,48,Canada,2005,11.39
Startup_4054,HealthTech,6,1625416291.89,7182682102.544568,22,India,2000,196.16
Startup_4055,SaaS,4,1459561364.3,6271546100.950025,25,Australia,2001,192.14
Startup_4056,Biotech,7,1680230144.17,4220312975.898406,42,Singapore,2010,126.18
Startup_4057,E-commerce,4,2785094265.21,9485228175.80084,3,UK,2019,5.18
Startup_4058,E-commerce,3,2559617216.78,9153249049.104105,6,Germany,2012,144.1
Startup_4059,Blockchain,9,942954583.73,3250292959.0807676,35,Germany,2014,198.81
Startup_4060,HealthTech,8,1094867365.04,2130191465.6261835,18,India,2019,123.8
Startup_4061,Blockchain,7,3814830890.21,6511198381.474517,28,USA,2022,105.05
Startup_4062,E-commerce,10,4799940500.44,12461322510.78797,49,Singapore,2006,32.84
Startup_4063,EdTech,9,4716196571.36,17505473738.803474,18,Brazil,2004,197.92
Startup_4064,Blockchain,1,545656516.53,1844818256.3186996,14,Canada,2010,28.87
Startup_4065,SaaS,5,1268422613.23,4500267449.117587,39,India,2016,40.51
Startup_4066,Fintech,1,4123054830.27,16915380810.382454,13,Brazil,2017,8.85
Startup_4067,Biotech,2,3141716517.24,13291373708.60035,5,Singapore,2012,12.08
Startup_4068,Biotech,8,78705150.78,123834645.6965576,6,China,2002,12.18
Startup_4069,Biotech,8,1592186805.15,5048479144.667306,45,Canada,2018,15.28
Startup_4070,E-commerce,8,3822732710.99,7768027330.097255,1,USA,2012,168.84
Startup_4071,Blockchain,10,170009785.88,781210295.4981394,15,Singapore,2018,7.82
Startup_4072,Fintech,2,2007665735.2,6936506596.218651,25,Australia,2007,195.01
Startup_4073,E-commerce,2,3913930721.7,7751692679.001707,28,Brazil,2006,82.1
Startup_4074,HealthTech,6,2722374795.96,9880644083.370647,26,Singapore,2005,19.05
Startup_4075,AI,7,3975683054.12,13827341148.416916,31,France,2001,23.61
Startup_4076,Fintech,7,2424048915.71,8207321104.884249,40,Australia,2000,102.28
Startup_4077,Blockchain,6,785836474.23,1812648482.928666,44,China,2017,174.71
Startup_4078,HealthTech,1,1047054845.38,4944346822.238238,7,Canada,2006,27.0
Startup_4079,Fintech,9,1392087124.59,6241301578.144361,27,India,2019,67.84
Startup_4080,EdTech,10,1642279031.45,3971861154.23613,20,Canada,2004,24.77
Startup_4081,Blockchain,1,4166013830.25,7626594375.526099,44,Brazil,2004,129.05
Startup_4082,Biotech,9,2124380014.34,7290771018.106083,17,France,2001,112.23
Startup_4083,Fintech,7,481476719.69,2055593432.3301332,27,USA,2013,189.61
Startup_4084,Fintech,5,4282935493.22,16636487745.581722,37,USA,2015,139.77
Startup_4085,EdTech,9,237967566.95,976329842.3778299,5,France,2020,160.13
Startup_4086,Blockchain,5,2994129739.66,11590982931.282719,37,India,2004,48.24
Startup_4087,Fintech,5,269608888.37,780683939.7531569,7,UK,2015,7.46
Startup_4088,AI,6,1184976241.48,4229870468.1011524,49,UK,2006,99.35
Startup_4089,E-commerce,2,931412345.68,1594401836.370085,7,USA,2017,140.17
Startup_4090,SaaS,1,3240351980.6,11121589424.678192,21,Australia,2006,165.59
Startup_4091,Blockchain,10,2156189350.2,7637453983.674463,30,UK,2018,186.73
Startup_4092,Blockchain,4,2877701511.61,10925166477.106327,48,UK,2001,107.69
Startup_4093,E-commerce,6,3860584512.87,6984793477.486179,18,Germany,2005,71.14
Startup_4094,Biotech,4,4970050287.95,16357756879.623955,35,Brazil,2001,35.33
Startup_4095,Biotech,2,3984635117.27,10985258171.402252,47,Brazil,2002,29.08
Startup_4096,Biotech,1,3468506225.33,13734301046.76214,1,USA,2011,8.3
Startup_4097,AI,4,4190669020.31,11476686793.40847,38,UK,2008,59.12
Startup_4098,AI,9,3565364068.14,9593720452.12006,43,France,2017,100.64
Startup_4099,Fintech,2,3847257510.26,12168065661.797777,11,Singapore,2013,78.48
Startup_4100,AI,8,4033875575.71,10494643706.554243,18,France,2014,55.78
Startup_4101,E-commerce,9,1839392527.47,3046509320.7256303,36,Australia,2023,137.0
Startup_4102,Blockchain,5,1024798428.91,3711454342.3647614,10,Australia,2015,37.65
Startup_4103,AI,7,805073885.28,2038107945.7325063,30,Australia,2020,87.0
Startup_4104,Blockchain,1,3371425771.49,11382325918.532806,41,USA,2022,168.28
Startup_4105,Blockchain,2,129825454.94,352847821.0314576,12,India,2012,166.35
Startup_4106,Blockchain,7,726091474.36,3293307856.488964,41,India,2003,103.72
Startup_4107,HealthTech,2,2630576506.34,7057363802.705189,18,France,2019,20.29
Startup_4108,SaaS,7,4000466345.92,6893374738.0147,19,USA,2001,18.08
Startup_4109,E-commerce,6,1023737617.39,1636743920.7020903,4,Brazil,2000,189.46
Startup_4110,AI,8,4614695064.16,17192068220.075367,17,Australia,2009,24.71
Startup_4111,Blockchain,7,3054940641.62,9918805086.110783,12,UK,2018,41.95
Startup_4112,Fintech,3,167322352.97,614711003.4092734,19,UK,2013,51.93
Startup_4113,Blockchain,2,805008551.37,2828109280.1964664,25,UK,2011,5.9
Startup_4114,HealthTech,6,659665133.64,2315164013.381388,19,France,2011,85.42
Startup_4115,Fintech,3,4856133021.76,22493002680.25748,7,Germany,2007,82.57
Startup_4116,SaaS,3,2888913326.11,13110401928.56455,37,India,2009,36.8
Startup_4117,HealthTech,6,3943059146.34,12222843382.418709,1,India,2001,170.07
Startup_4118,Biotech,4,616644786.17,3000660149.4193406,37,USA,2004,116.96
Startup_4119,HealthTech,2,265590584.99,1152698658.1994586,39,Germany,2021,6.18
Startup_4120,E-commerce,4,1111074753.23,4001961832.140507,21,Germany,2014,135.1
Startup_4121,HealthTech,3,1030152774.61,2254602385.6700463,48,India,2001,47.31
Startup_4122,EdTech,9,2441714319.36,8446404969.867169,17,UK,2013,40.56
Startup_4123,EdTech,8,871851821.77,3421190847.5690336,20,UK,2008,154.15
Startup_4124,E-commerce,8,1609808461.91,4360984275.672947,38,China,2020,55.96
Startup_4125,E-commerce,10,2525184571.61,9266565019.00263,6,Germany,2023,65.6
Startup_4126,Fintech,6,4964227592.17,21491781207.751488,8,Singapore,2009,76.92
Startup_4127,E-commerce,4,3340775818.57,13670243561.228415,45,France,2014,148.78
Startup_4128,SaaS,9,2352717768.85,10134861513.341013,8,Brazil,2016,105.69
Startup_4129,Blockchain,7,104395686.71,375369141.28229994,13,Australia,2005,48.09
Startup_4130,Blockchain,1,1191144698.12,5515021547.910457,10,USA,2017,114.68
Startup_4131,E-commerce,6,1041381164.44,2494166156.5393887,34,Australia,2002,99.39
Startup_4132,AI,1,3569477950.59,16368688044.255777,15,Brazil,2000,101.38
Startup_4133,Fintech,7,3882628149.56,8438039368.744542,13,China,2005,131.29
Startup_4134,Fintech,2,1016616328.44,2338281968.680529,35,Germany,2011,165.08
Startup_4135,SaaS,8,562283374.92,1489604397.7954533,26,France,2007,33.57
Startup_4136,AI,9,3805917174.94,18905554948.857594,29,India,2007,5.48
Startup_4137,SaaS,10,680143342.21,1773314564.1564393,10,Brazil,2005,197.08
Startup_4138,E-commerce,9,3057752739.15,14039357102.924255,3,Canada,2020,86.26
Startup_4139,EdTech,1,997297645.49,3874463146.7770205,2,UK,2015,27.56
Startup_4140,E-commerce,9,4943936735.65,20214040263.486847,4,Canada,2012,41.52
Startup_4141,SaaS,4,2502773696.18,10100540922.049263,35,Australia,2010,79.79
Startup_4142,EdTech,7,3072101593.22,8260760947.050569,36,Australia,2006,21.1
Startup_4143,Biotech,3,1662575295.19,7637585644.099897,45,USA,2009,41.52
Startup_4144,E-commerce,7,4571996382.0,22780745390.65634,34,Canada,2001,128.1
Startup_4145,E-commerce,5,309260107.47,1455878209.5937078,4,Singapore,2004,51.57
Startup_4146,E-commerce,2,3909506620.57,12677402924.247438,2,Canada,2022,193.74
Startup_4147,E-commerce,7,247320319.67,391060938.2491798,19,France,2011,135.58
Startup_4148,E-commerce,1,542524014.02,1098144201.0326185,23,China,2003,5.98
Startup_4149,EdTech,6,97134943.44,384798076.16415066,6,Australia,2006,150.17
Startup_4150,HealthTech,8,520061105.3,2481040187.573139,50,Brazil,2022,159.75
Startup_4151,Fintech,2,1363160644.99,6237582793.687614,32,China,2008,34.4
Startup_4152,AI,6,595309734.99,1699664170.2657583,47,Germany,2017,51.06
Startup_4153,AI,2,2686486457.71,6022727815.799109,31,Australia,2016,63.45
Startup_4154,Blockchain,1,3540086742.15,9987816119.38999,30,France,2014,188.31
Startup_4155,Biotech,5,38712397.59,187187220.4015029,17,Brazil,2013,185.81
Startup_4156,Blockchain,7,3378218337.95,9929372996.586288,41,China,2011,139.27
Startup_4157,Biotech,5,4237842075.96,9142199377.398005,24,USA,2010,86.86
Startup_4158,AI,5,1635079969.01,2537685943.734828,50,Canada,2019,74.95
Startup_4159,Biotech,9,2378019086.42,5077593175.901947,18,Singapore,2013,177.79
Startup_4160,Fintech,6,4057931026.76,17036249679.313047,26,China,2016,24.65
Startup_4161,HealthTech,7,1599782555.98,7311234559.716304,46,UK,2003,151.1
Startup_4162,AI,8,1325575202.15,5114072308.044324,47,Germany,2006,82.73
Startup_4163,Biotech,10,4741978168.09,15620606597.051826,17,India,2000,40.08
Startup_4164,HealthTech,3,4595755458.01,18878573604.74519,25,Singapore,2011,37.71
Startup_4165,Blockchain,2,4103419976.6,9609756954.733917,34,China,2005,168.89
Startup_4166,Biotech,9,4268341051.23,20496232660.827217,38,Australia,2005,47.53
Startup_4167,EdTech,4,602296232.36,1442310150.6060858,34,Canada,2009,149.26
Startup_4168,EdTech,1,2364518671.12,10128864562.088263,29,Singapore,2017,109.81
Startup_4169,E-commerce,2,2185713214.41,4099487608.575134,18,China,2008,124.07
Startup_4170,EdTech,5,2945695374.94,8532032786.366933,2,India,2003,164.69
Startup_4171,EdTech,9,1158662394.88,3006000979.169442,25,Brazil,2004,139.41
Startup_4172,HealthTech,10,190629160.48,572333466.3467902,16,Germany,2021,132.35
Startup_4173,Biotech,9,3727165159.46,11798486672.08941,9,Germany,2021,106.31
Startup_4174,Biotech,6,4659056550.53,7754158004.912803,30,Singapore,2021,162.13
Startup_4175,EdTech,8,3955160422.22,16835356453.596632,15,Brazil,2021,46.49
Startup_4176,E-commerce,10,2570390079.49,8250383141.622547,26,China,2011,78.55
Startup_4177,HealthTech,7,4591615118.1,21431716333.19624,23,Brazil,2000,180.37
Startup_4178,HealthTech,8,2697211455.23,6438929459.406762,44,India,2019,132.36
Startup_4179,Blockchain,8,4878333832.21,23134059444.681145,7,USA,2020,100.67
Startup_4180,EdTech,10,4956247513.59,14008461488.621143,43,India,2012,183.27
Startup_4181,Fintech,4,1211121089.74,2671995451.5029564,16,Germany,2005,92.17
Startup_4182,SaaS,8,1485635384.91,4698896576.134052,47,Australia,2022,72.6
Startup_4183,Blockchain,9,4169807369.06,7877068790.551906,36,Australia,2011,47.38
Startup_4184,SaaS,6,863635808.7,4129916788.0216727,33,Australia,2019,88.38
Startup_4185,EdTech,4,116905768.88,313475036.43849456,33,India,2008,144.5
Startup_4186,AI,9,3262724512.53,6937493849.153857,40,Singapore,2004,134.04
Startup_4187,E-commerce,7,454620695.15,1994888848.585137,37,UK,2019,38.77
Startup_4188,Fintech,4,1183377006.05,3185529060.1599736,10,China,2020,10.83
Startup_4189,E-commerce,9,2302995406.68,10261614486.454071,28,India,2015,11.83
Startup_4190,Blockchain,9,3966609760.02,16583042970.593668,42,UK,2023,78.44
Startup_4191,SaaS,4,1628194774.32,2706550326.0510807,21,Germany,2018,150.76
Startup_4192,SaaS,1,1492118410.97,7294618411.441408,8,Australia,2022,58.47
Startup_4193,AI,4,2388495879.02,9198524423.278788,29,Germany,2005,158.93
Startup_4194,SaaS,3,4602399872.21,11223644375.460188,34,Australia,2009,152.95
Startup_4195,HealthTech,3,314127998.47,765732889.1435392,34,Brazil,2003,131.72
Startup_4196,SaaS,9,299724010.42,1360255663.0236666,8,Germany,2020,130.6
Startup_4197,Fintech,6,1369349572.02,5188903839.690982,26,USA,2010,100.8
Startup_4198,Biotech,9,3816003383.48,11829383475.485773,36,China,2008,171.14
Startup_4199,E-commerce,8,2790917891.29,9158227220.07862,45,Singapore,2016,61.99
Startup_4200,Blockchain,9,1692995563.38,7943168367.780643,35,USA,2016,143.99
Startup_4201,HealthTech,3,3231379545.41,11557547177.831636,9,India,2017,169.57
Startup_4202,Blockchain,5,2741284947.38,5585528411.971331,24,Germany,2012,198.65
Startup_4203,Fintech,6,3702929528.55,17766837518.25076,34,Canada,2005,165.17
Startup_4204,HealthTech,4,2866793419.71,13090910931.767036,14,India,2005,31.45
Startup_4205,Blockchain,1,784612272.62,3024051670.29849,8,China,2013,54.48
Startup_4206,Biotech,7,1681020652.76,7166711721.708241,30,UK,2022,121.83
Startup_4207,SaaS,4,3988908243.31,13302565532.595127,23,Brazil,2013,197.73
Startup_4208,E-commerce,9,2550366304.79,11918315920.745293,16,USA,2008,168.76
Startup_4209,Fintech,6,193665171.14,951858548.1481684,12,Germany,2011,180.34
Startup_4210,E-commerce,3,2797457927.13,10925967295.933018,37,China,2021,65.31
Startup_4211,Fintech,9,3283635946.84,5050797509.318817,45,Australia,2021,130.79
Startup_4212,SaaS,4,3568122937.06,12816715930.122839,31,USA,2017,101.57
Startup_4213,EdTech,1,2555104349.62,5378097223.393688,2,Germany,2012,63.19
Startup_4214,Blockchain,8,2742562833.44,5406452681.938994,42,Germany,2022,83.28
Startup_4215,Blockchain,1,4225346227.46,9393722109.673582,7,USA,2020,179.44
Startup_4216,Blockchain,7,3947927669.77,15842450722.004696,32,Australia,2012,93.04
Startup_4217,AI,6,1696443966.97,3912033716.537437,4,Australia,2021,162.98
Startup_4218,EdTech,10,1783519723.99,6675932413.030497,11,China,2013,168.82
Startup_4219,SaaS,7,2651969170.17,7775326838.986801,50,USA,2014,172.84
Startup_4220,AI,2,1367382560.28,3501334898.441897,20,Singapore,2016,40.11
Startup_4221,E-commerce,7,1769881829.58,5849041898.90966,36,China,2013,154.76
Startup_4222,SaaS,9,1338206504.58,4732387574.516372,16,Canada,2002,35.83
Startup_4223,SaaS,7,4759528251.02,17138187015.215708,11,France,2020,47.4
Startup_4224,Blockchain,3,1170181427.98,1763080423.0350995,23,France,2003,187.85
Startup_4225,HealthTech,3,3186925777.35,6888923203.476801,7,UK,2002,159.95
Startup_4226,EdTech,5,4908396185.45,23960643124.09973,16,Brazil,2013,64.67
Startup_4227,SaaS,6,3051570139.22,13028067469.875765,10,Germany,2001,197.13
Startup_4228,E-commerce,1,2158580364.18,5717215077.416298,34,Germany,2009,44.81
Startup_4229,Fintech,4,3687131067.41,6466723045.879083,14,Australia,2014,188.38
Startup_4230,EdTech,3,4858252545.87,11129155294.869482,18,Brazil,2005,198.02
Startup_4231,HealthTech,2,1303920850.88,2905088391.9209843,50,Singapore,2011,53.33
Startup_4232,HealthTech,5,1540789206.15,6563580116.147296,40,Australia,2006,54.25
Startup_4233,EdTech,4,2876963577.4,10441980638.134449,45,UK,2018,64.78
Startup_4234,SaaS,4,4118758056.35,18165157376.05267,7,Germany,2000,41.3
Startup_4235,Blockchain,7,4410480620.47,16859369077.261147,4,Australia,2023,99.47
Startup_4236,SaaS,8,3560205281.69,6840101438.01748,43,China,2022,29.53
Startup_4237,E-commerce,5,4056436354.35,7085243591.498367,13,USA,2019,126.45
Startup_4238,EdTech,1,1333311675.45,5209035039.869566,41,France,2020,76.77
Startup_4239,Biotech,1,570073407.34,2483497391.3827596,50,Canada,2013,97.92
Startup_4240,HealthTech,5,456936507.35,1880727117.557061,10,UK,2002,126.22
Startup_4241,EdTech,3,3289396459.49,14407295989.243029,8,USA,2001,106.83
Startup_4242,Fintech,10,2805061385.28,9119185334.021809,49,China,2016,109.97
Startup_4243,HealthTech,4,2014452559.56,3147961648.2967434,32,Australia,2004,172.26
Startup_4244,Fintech,2,4628871637.09,7313799327.759881,40,Australia,2011,164.75
Startup_4245,AI,5,3258075499.28,11124456130.621517,22,China,2018,149.67
Startup_4246,AI,7,948358001.74,2336214031.6255784,44,France,2019,180.44
Startup_4247,Fintech,3,1936701337.29,4723891186.396354,28,India,2014,59.28
Startup_4248,Blockchain,9,2292202252.02,6914065392.427934,22,India,2004,159.59
Startup_4249,EdTech,2,2010844480.92,8455019107.000544,8,Australia,2018,65.47
Startup_4250,Fintech,10,2549772266.64,11293259607.935307,4,India,2019,92.44
Startup_4251,Biotech,1,159560762.7,783435199.5947973,5,Germany,2022,115.48
Startup_4252,HealthTech,10,647882235.25,2977140121.263775,10,Australia,2003,45.19
Startup_4253,AI,5,4445995076.97,16366431631.29372,30,USA,2007,173.18
Startup_4254,E-commerce,6,3386831388.6,6761894385.027451,11,UK,2017,65.43
Startup_4255,Blockchain,4,103645302.66,278975748.13994086,6,USA,2001,124.88
Startup_4256,EdTech,10,4290981261.07,10959344182.185144,17,China,2019,51.03
Startup_4257,EdTech,6,4584865246.66,10234952026.501398,50,Canada,2022,48.52
Startup_4258,Blockchain,4,3408523142.5,10692113395.552011,27,Australia,2013,34.37
Startup_4259,SaaS,9,4052135499.83,11364149291.828636,49,Brazil,2003,21.77
Startup_4260,Blockchain,7,4435388369.69,19404619728.748695,39,UK,2011,83.9
Startup_4261,AI,3,3379576695.63,15530263322.702663,31,China,2009,46.12
Startup_4262,EdTech,2,1704300518.66,5597457689.84087,29,India,2019,91.17
Startup_4263,Blockchain,3,1043477117.26,3276174760.582803,45,Germany,2023,63.92
Startup_4264,E-commerce,8,2049363006.58,3078235884.6829305,8,India,2001,25.33
Startup_4265,Biotech,3,3569702786.03,6998155500.609072,39,Germany,2015,88.04
Startup_4266,EdTech,8,4836665103.96,14004253831.042313,48,Germany,2000,128.04
Startup_4267,Fintech,4,4025878394.42,14001491718.919968,35,Singapore,2022,186.28
Startup_4268,Blockchain,9,2647711216.85,12530840114.90303,3,Germany,2011,18.71
Startup_4269,HealthTech,8,847722335.1,2518120782.088843,4,Germany,2007,75.27
Startup_4270,EdTech,6,3232556358.39,11670876200.858206,13,France,2014,85.39
Startup_4271,AI,1,1803845860.22,3043084257.7830114,4,Brazil,2015,199.82
Startup_4272,HealthTech,2,1343156264.96,5744492079.475307,17,Brazil,2013,32.31
Startup_4273,SaaS,3,3040162562.07,4621995793.845256,47,Australia,2023,188.74
Startup_4274,AI,9,1683852159.41,7233039470.138492,29,France,2013,82.99
Startup_4275,E-commerce,3,869032960.31,2473037355.7131896,42,Brazil,2006,51.07
Startup_4276,SaaS,6,4293347976.12,15808441646.864916,37,USA,2016,157.21
Startup_4277,AI,8,1186720021.87,4276166426.414243,22,Germany,2022,112.72
Startup_4278,HealthTech,1,3164048872.88,6968905046.721084,21,USA,2001,124.42
Startup_4279,HealthTech,10,2469681580.4,4667562657.034359,10,China,2014,143.52
Startup_4280,SaaS,10,4635820841.88,20302063200.36582,23,India,2015,70.35
Startup_4281,SaaS,5,2424170622.44,6303934942.011745,19,France,2004,7.96
Startup_4282,AI,5,235384517.11,657623082.4514427,15,UK,2013,71.29
Startup_4283,SaaS,6,1539173106.33,7357520286.8200245,39,Australia,2000,162.59
Startup_4284,EdTech,6,1415453332.4,5619878984.288105,45,India,2006,172.83
Startup_4285,Fintech,2,3453053957.72,16056633695.466755,19,Australia,2012,106.15
Startup_4286,Blockchain,2,4875210696.55,17005948216.939823,20,UK,2018,178.15
Startup_4287,Fintech,6,3744444179.75,17051615376.49407,17,Australia,2013,102.02
Startup_4288,SaaS,7,496997361.31,1281176073.1727147,1,Brazil,2003,39.63
Startup_4289,E-commerce,2,4902572353.75,18438025548.058517,14,Australia,2003,186.44
Startup_4290,Biotech,5,4743715884.63,23491371975.147278,11,Brazil,2008,190.14
Startup_4291,Biotech,3,4260512930.72,13001993017.421347,21,France,2005,24.8
Startup_4292,Biotech,4,865802564.25,2619459163.550909,6,Germany,2019,116.55
Startup_4293,Fintech,8,2724342508.62,7746270611.991724,43,Canada,2012,162.76
Startup_4294,AI,5,3732560520.12,5646091024.214233,20,France,2008,50.71
Startup_4295,Fintech,1,3763572519.32,12580148270.89754,49,UK,2008,79.48
Startup_4296,E-commerce,8,791179719.42,2607976962.008398,4,Canada,2004,144.83
Startup_4297,EdTech,2,4046330939.54,20122141978.119797,6,Germany,2010,110.33
Startup_4298,Biotech,6,4304544055.42,21075502594.838833,13,India,2022,16.74
Startup_4299,AI,8,4870163436.0,18073766707.596107,26,UK,2013,153.95
Startup_4300,HealthTech,5,3682005051.13,16122039814.971426,33,China,2023,189.19
Startup_4301,SaaS,4,296825787.98,1143339145.325437,34,UK,2004,10.28
Startup_4302,AI,10,904148878.78,3943696167.116439,8,Brazil,2019,5.1
Startup_4303,AI,2,696244942.67,3274458030.6998205,45,India,2016,23.76
Startup_4304,Blockchain,3,2697064367.58,11310074286.171654,26,Germany,2010,130.52
Startup_4305,AI,10,2119527909.6,10410292480.848885,24,Brazil,2000,37.57
Startup_4306,E-commerce,9,329494239.91,851308205.7713078,20,Australia,2001,131.52
Startup_4307,AI,6,2371633814.26,8931508874.424805,40,China,2011,29.46
Startup_4308,AI,1,994903737.83,2292626681.873699,33,USA,2000,50.73
Startup_4309,E-commerce,2,3418639321.09,16897222608.678476,34,USA,2020,15.97
Startup_4310,AI,9,2274600140.75,3975322755.0121303,10,Singapore,2019,64.06
Startup_4311,E-commerce,2,1583330608.45,2745872357.683456,12,Brazil,2011,72.92
Startup_4312,EdTech,5,1290140811.02,6196839030.381013,27,Germany,2013,183.81
Startup_4313,Biotech,3,4324836936.97,6805773175.9094305,17,Australia,2004,72.01
Startup_4314,AI,1,146415500.68,409149699.44382644,8,USA,2005,5.6
Startup_4315,SaaS,1,2750064601.4,11509480933.393532,11,Canada,2010,163.26
Startup_4316,E-commerce,3,3551652408.65,14657563550.60548,36,Brazil,2001,14.74
Startup_4317,SaaS,3,3259218045.28,15462212514.101694,38,France,2014,180.45
Startup_4318,HealthTech,10,932651922.11,1828724404.8686206,25,UK,2011,127.07
Startup_4319,HealthTech,10,4678425794.12,15241017600.125284,17,Germany,2004,178.56
Startup_4320,HealthTech,7,4327229202.67,15999107786.779251,48,USA,2019,24.11
Startup_4321,Blockchain,1,1330662510.3,3858622248.857577,40,France,2017,139.05
Startup_4322,Blockchain,5,2607495660.06,6271681626.635335,50,China,2007,170.15
Startup_4323,Biotech,9,644696425.64,1145410332.4553137,14,Canada,2020,119.56
Startup_4324,Blockchain,9,1007320492.75,4062906027.149664,14,France,2018,58.55
Startup_4325,Biotech,6,4619047939.04,15725358934.61549,37,Singapore,2017,139.21
Startup_4326,HealthTech,5,1682526849.81,6293432294.174725,28,India,2008,185.54
Startup_4327,HealthTech,7,1427228674.81,3639850313.396262,3,USA,2023,160.47
Startup_4328,Fintech,8,3061782323.76,5139645658.969187,27,Canada,2020,60.06
Startup_4329,EdTech,3,4386419402.47,13238289014.266129,31,Australia,2008,46.95
Startup_4330,Blockchain,6,4057024611.29,9084817725.295942,29,France,2019,22.14
Startup_4331,HealthTech,1,3128792924.13,5714791847.878906,45,Australia,2014,12.12
Startup_4332,Fintech,3,3862396005.33,16072853253.593092,9,UK,2014,54.81
Startup_4333,Fintech,9,2541475984.33,10029021063.828438,22,USA,2014,136.52
Startup_4334,E-commerce,3,1040973815.59,5057151138.475126,22,USA,2003,194.01
Startup_4335,AI,3,2152467655.16,4779640545.91273,27,USA,2016,75.12
Startup_4336,EdTech,8,4323198550.27,20452650248.670345,17,Brazil,2021,52.32
Startup_4337,EdTech,1,4868386016.84,19191543848.97999,50,France,2000,50.68
Startup_4338,Blockchain,6,4354978452.28,10597944801.985672,10,Brazil,2005,114.53
Startup_4339,Biotech,8,3251472890.82,9799020722.010271,30,Australia,2004,65.31
Startup_4340,EdTech,7,1952705282.31,4672917081.150132,46,UK,2018,27.5
Startup_4341,HealthTech,2,4377454527.75,21114030075.922104,33,India,2019,46.44
Startup_4342,Biotech,9,3399515847.28,9095552885.505608,45,China,2014,126.74
Startup_4343,SaaS,7,2050915221.43,3749735236.9346304,22,UK,2017,115.95
Startup_4344,HealthTech,8,2321675626.28,10156969127.642199,40,Singapore,2008,72.8
Startup_4345,E-commerce,7,430909269.34,1623735374.314369,37,USA,2010,98.04
Startup_4346,AI,8,3192084094.37,6928584715.956538,41,UK,2010,117.01
Startup_4347,HealthTech,4,120106776.27,516767741.9591621,29,India,2004,175.23
Startup_4348,HealthTech,6,3660893413.35,14904712079.407625,24,UK,2003,180.03
Startup_4349,Fintech,10,1579165785.18,5569316598.389117,20,Australia,2011,170.03
Startup_4350,Blockchain,3,2576331522.07,12507153028.68476,47,UK,2001,195.47
Startup_4351,AI,3,1853898908.75,3266372039.9175615,10,France,2009,116.87
Startup_4352,Fintech,5,1616043911.22,6236099019.765496,35,Brazil,2008,147.05
Startup_4353,Fintech,5,679044271.95,3304459789.762596,38,Germany,2017,8.85
Startup_4354,Blockchain,6,2985054924.28,12754969864.415274,21,China,2010,33.48
Startup_4355,SaaS,3,122582028.42,496389499.32292324,38,China,2017,142.32
Startup_4356,EdTech,3,4147351666.14,7545019140.232847,32,USA,2007,73.71
Startup_4357,EdTech,8,2093579431.79,7924011339.426679,9,Australia,2001,63.57
Startup_4358,Fintech,9,2114005716.6,8101249049.036577,50,Australia,2007,185.39
Startup_4359,SaaS,2,952578597.69,2811556835.6247354,22,Australia,2014,189.31
Startup_4360,Biotech,7,3120558651.41,13778365382.36317,48,France,2003,105.14
